"","data","sub_region_1","stato","codice_regione","lat","long","ricoverati_con_sintomi","terapia_intensiva","totale_ospedalizzati","isolamento_domiciliare","totale_positivi","variazione_totale_positivi","nuovi_positivi","dimessi_guariti","deceduti","casi_da_sospetto_diagnostico","casi_da_screening","totale_casi","tamponi","casi_testati","note","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline"
"17","2020-02-24","Veneto","ITA",5,45.43490485,12.33845213,12,4,16,16,32,0,32,0,1,NA,NA,33,2200,NA,"",-12,28,14,-21,-18,6
"18","2020-02-25","Abruzzo","ITA",13,42.35122196,13.39843823,0,0,0,0,0,0,0,0,0,NA,NA,0,5,NA,"",4,7,50,-3,-15,3
"19","2020-02-25","Basilicata","ITA",17,40.63947052,15.80514834,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,"",-1,0,33,-7,-19,4
"20","2020-02-25","Calabria","ITA",18,38.90597598,16.59440194,0,0,0,0,0,0,0,0,0,NA,NA,0,2,NA,"",-4,7,27,-7,-12,3
"21","2020-02-25","Campania","ITA",15,40.83956555,14.25084984,0,0,0,0,0,0,0,0,0,NA,NA,0,10,NA,"",-2,-2,17,-7,-20,5
"22","2020-02-25","Emilia-Romagna","ITA",8,44.49436681,11.3417208,15,2,17,9,26,8,8,0,0,NA,NA,26,391,NA,"",-11,1,24,-23,-15,7
"23","2020-02-25","Lazio","ITA",12,41.89277044,12.48366722,1,1,2,0,2,0,0,1,0,NA,NA,3,124,NA,"",1,7,12,-7,-3,1
"24","2020-02-25","Liguria","ITA",7,44.41149315,8.9326992,1,0,1,0,1,1,1,0,0,NA,NA,1,39,NA,"",-8,4,9,-18,-16,6
"25","2020-02-25","Lombardia","ITA",3,45.46679409,9.190347404,79,25,104,127,231,65,68,0,9,NA,NA,240,3700,NA,"",-22,3,8,-37,-23,11
"26","2020-02-25","Marche","ITA",11,43.61675973,13.5188753,0,0,0,0,0,0,0,0,0,NA,NA,0,21,NA,"",3,8,57,1,-4,2
"27","2020-02-25","Molise","ITA",14,41.55774754,14.65916051,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,"",7,2,14,-4,-11,1
"28","2020-02-25","Piemonte","ITA",1,45.0732745,7.680687483,2,0,2,1,3,0,0,0,0,NA,NA,3,141,NA,"",-10,3,3,-26,-21,7
"29","2020-02-25","Puglia","ITA",16,41.12559576,16.86736689,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,"",2,4,28,-2,-15,2
"30","2020-02-25","Sardegna","ITA",20,39.21531192,9.110616306,0,0,0,0,0,0,0,0,0,NA,NA,0,1,NA,"",4,-1,74,1,-17,2
"31","2020-02-25","Sicilia","ITA",19,38.11569725,13.3623567,1,0,1,2,3,3,3,0,0,NA,NA,3,5,NA,"",-1,8,35,-9,-12,3
"32","2020-02-25","Toscana","ITA",9,43.76923077,11.25588885,2,0,2,0,2,2,2,0,0,NA,NA,2,296,NA,"",0,12,32,-6,-1,1
"33","2020-02-25","Umbria","ITA",10,43.10675841,12.38824698,0,0,0,0,0,0,0,0,0,NA,NA,0,8,NA,"",0,9,20,1,1,1
"34","2020-02-25","Veneto","ITA",5,45.43490485,12.33845213,12,7,19,23,42,10,10,0,1,NA,NA,43,3780,NA,"",-11,3,9,-26,-19,7
"35","2020-02-26","Abruzzo","ITA",13,42.35122196,13.39843823,0,0,0,0,0,0,0,0,0,NA,NA,0,13,NA,"",-5,1,-10,-11,-3,2
"36","2020-02-26","Basilicata","ITA",17,40.63947052,15.80514834,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,"",-9,-2,-5,-10,-3,2
"37","2020-02-26","Calabria","ITA",18,38.90597598,16.59440194,0,0,0,0,0,0,0,0,0,NA,NA,0,3,NA,"",-13,-4,-8,-14,-6,3
"38","2020-02-26","Campania","ITA",15,40.83956555,14.25084984,0,0,0,0,0,0,0,0,0,NA,NA,0,10,NA,"",-10,-6,-14,-11,-11,4
"39","2020-02-26","Emilia-Romagna","ITA",8,44.49436681,11.3417208,20,3,23,23,46,20,21,0,1,NA,NA,47,577,NA,"",-18,-9,-16,-31,-15,8
"40","2020-02-26","Lazio","ITA",12,41.89277044,12.48366722,0,0,0,0,0,-2,0,3,0,NA,NA,3,124,NA,"",-8,-3,-7,-10,0,2
"41","2020-02-26","Liguria","ITA",7,44.41149315,8.9326992,6,0,6,5,11,10,10,0,0,NA,NA,11,66,NA,"",-10,-4,2,-18,-16,6
"42","2020-02-26","Lombardia","ITA",3,45.46679409,9.190347404,79,25,104,145,249,18,18,0,9,NA,NA,258,3208,NA,"",-23,-7,-5,-40,-23,11
"43","2020-02-26","Marche","ITA",11,43.61675973,13.5188753,1,0,1,0,1,1,1,0,0,NA,NA,1,28,NA,"",-10,2,-10,-18,-12,6
"44","2020-02-26","Molise","ITA",14,41.55774754,14.65916051,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,"",-5,-3,-8,-4,-5,2
"45","2020-02-26","Piemonte","ITA",1,45.0732745,7.680687483,2,0,2,1,3,0,0,0,0,NA,NA,3,156,NA,"",-14,-7,-12,-29,-19,8
"46","2020-02-26","Puglia","ITA",16,41.12559576,16.86736689,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,"",-7,0,0,-10,-5,2
"47","2020-02-26","Sardegna","ITA",20,39.21531192,9.110616306,0,0,0,0,0,0,0,0,0,NA,NA,0,1,NA,"",-7,-2,-6,-5,-4,2
"48","2020-02-26","Sicilia","ITA",19,38.11569725,13.3623567,1,0,1,2,3,0,0,0,0,NA,NA,3,5,NA,"",-11,-3,-1,-17,-12,4
"49","2020-02-26","Toscana","ITA",9,43.76923077,11.25588885,2,0,2,0,2,0,0,0,0,NA,NA,2,363,NA,"",-11,-5,-19,-15,-2,3
"50","2020-02-26","Umbria","ITA",10,43.10675841,12.38824698,0,0,0,0,0,0,0,0,0,NA,NA,0,8,NA,"",-8,-1,-11,-6,0,2
"51","2020-02-26","Veneto","ITA",5,45.43490485,12.33845213,16,8,24,45,69,27,28,0,2,NA,NA,71,4900,NA,"",-15,-7,-6,-29,-17,7
"52","2020-02-27","Abruzzo","ITA",13,42.35122196,13.39843823,1,0,1,0,1,1,1,0,0,NA,NA,1,33,NA,"",-3,3,-1,-8,0,2
"53","2020-02-27","Basilicata","ITA",17,40.63947052,15.80514834,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,"",-6,2,-3,-10,-2,3
"54","2020-02-27","Calabria","ITA",18,38.90597598,16.59440194,0,0,0,0,0,0,0,0,0,NA,NA,0,14,NA,"",-9,-1,-12,-15,-4,4
"55","2020-02-27","Campania","ITA",15,40.83956555,14.25084984,2,0,2,1,3,3,3,0,0,NA,NA,3,10,NA,"",-6,-1,-4,-15,-16,5
"56","2020-02-27","Emilia-Romagna","ITA",8,44.49436681,11.3417208,36,6,42,54,96,50,50,0,1,NA,NA,97,1033,NA,"",-12,-6,3,-29,-15,7
"57","2020-02-27","Lazio","ITA",12,41.89277044,12.48366722,0,0,0,0,0,0,0,3,0,NA,NA,3,552,NA,"",-4,0,0,-9,1,1
"58","2020-02-27","Liguria","ITA",7,44.41149315,8.9326992,9,0,9,10,19,8,8,0,0,NA,NA,19,78,NA,"",-9,-4,5,-18,-16,6
"59","2020-02-27","Lombardia","ITA",3,45.46679409,9.190347404,172,41,213,136,349,100,145,40,14,NA,NA,403,3320,NA,"",-19,-7,7,-39,-23,10
"60","2020-02-27","Marche","ITA",11,43.61675973,13.5188753,2,1,3,0,3,2,2,0,0,NA,NA,3,46,NA,"",-6,0,11,-16,-11,6
"61","2020-02-27","Molise","ITA",14,41.55774754,14.65916051,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,"",-2,-1,-8,-2,0,1
"62","2020-02-27","Piemonte","ITA",1,45.0732745,7.680687483,2,0,2,0,2,-1,-1,0,0,NA,NA,2,156,NA,"",-9,-4,-2,-26,-18,7
"63","2020-02-27","Puglia","ITA",16,41.12559576,16.86736689,1,0,1,0,1,1,1,0,0,NA,NA,1,0,NA,"",-8,2,-16,-13,-4,3
"64","2020-02-27","Sardegna","ITA",20,39.21531192,9.110616306,0,0,0,0,0,0,0,0,0,NA,NA,0,1,NA,"",-3,0,-6,-4,0,2
"65","2020-02-27","Sicilia","ITA",19,38.11569725,13.3623567,1,0,1,1,2,-1,1,2,0,NA,NA,4,5,NA,"",-8,-1,-5,-16,-8,4
"66","2020-02-27","Toscana","ITA",9,43.76923077,11.25588885,2,0,2,0,2,0,0,0,0,NA,NA,2,410,NA,"",-10,-7,-17,-13,-1,3
"67","2020-02-27","Umbria","ITA",10,43.10675841,12.38824698,0,0,0,0,0,0,0,0,0,NA,NA,0,8,NA,"",-5,0,2,-5,0,2
"68","2020-02-27","Veneto","ITA",5,45.43490485,12.33845213,19,8,27,82,109,40,40,0,2,NA,NA,111,6164,NA,"",-11,-5,2,-29,-15,7
"69","2020-02-28","Abruzzo","ITA",13,42.35122196,13.39843823,1,0,1,0,1,0,0,0,0,NA,NA,1,33,NA,"",-3,2,-3,-11,-1,2
"70","2020-02-28","Basilicata","ITA",17,40.63947052,15.80514834,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,"",-8,-2,-15,-10,-2,3
"71","2020-02-28","Calabria","ITA",18,38.90597598,16.59440194,0,0,0,1,1,1,1,0,0,NA,NA,1,21,NA,"",-10,-3,-13,-21,-5,4
"72","2020-02-28","Campania","ITA",15,40.83956555,14.25084984,2,0,2,2,4,1,1,0,0,NA,NA,4,213,NA,"",-6,-1,-9,-16,-16,5
"73","2020-02-28","Emilia-Romagna","ITA",8,44.49436681,11.3417208,56,6,62,81,143,47,48,0,2,NA,NA,145,1277,NA,"",-11,-5,12,-28,-15,7
"74","2020-02-28","Lazio","ITA",12,41.89277044,12.48366722,0,0,0,0,0,0,0,3,0,NA,NA,3,611,NA,"",-3,0,5,-7,1,1
"75","2020-02-28","Liguria","ITA",7,44.41149315,8.9326992,9,0,9,10,19,0,0,0,0,NA,NA,19,112,NA,"",1,2,66,-11,-14,4
"76","2020-02-28","Lombardia","ITA",3,45.46679409,9.190347404,235,47,282,192,474,125,128,40,17,NA,NA,531,4835,NA,"",-16,-6,32,-37,-24,10
"77","2020-02-28","Marche","ITA",11,43.61675973,13.5188753,3,2,5,1,6,3,3,0,0,NA,NA,6,47,NA,"",-7,-3,5,-18,-11,6
"78","2020-02-28","Molise","ITA",14,41.55774754,14.65916051,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,"",0,1,-9,-4,0,1
"79","2020-02-28","Piemonte","ITA",1,45.0732745,7.680687483,7,0,7,4,11,9,9,0,0,NA,NA,11,227,NA,"",-8,-3,24,-22,-17,7
"80","2020-02-28","Puglia","ITA",16,41.12559576,16.86736689,1,0,1,2,3,2,2,0,0,NA,NA,3,242,NA,"",-9,-1,-18,-16,-3,3
"81","2020-02-28","Sardegna","ITA",20,39.21531192,9.110616306,0,0,0,0,0,0,0,0,0,NA,NA,0,1,NA,"",-3,1,4,-4,0,1
"82","2020-02-28","Sicilia","ITA",19,38.11569725,13.3623567,1,0,1,1,2,0,0,2,0,NA,NA,4,5,NA,"",-8,-2,-4,-19,-8,4
"83","2020-02-28","Toscana","ITA",9,43.76923077,11.25588885,5,0,5,2,7,5,6,1,0,NA,NA,8,437,NA,"",-2,-1,21,-8,0,1
"84","2020-02-28","Umbria","ITA",10,43.10675841,12.38824698,0,0,0,0,0,0,0,0,0,NA,NA,0,8,NA,"",-2,1,12,-1,1,0
"85","2020-02-28","Veneto","ITA",5,45.43490485,12.33845213,24,9,33,116,149,40,40,0,2,NA,NA,151,7414,NA,"",-10,-4,10,-28,-15,7
"86","2020-02-29","Abruzzo","ITA",13,42.35122196,13.39843823,2,0,2,0,2,1,1,0,0,NA,NA,2,43,NA,"",-2,2,21,-7,0,1
"87","2020-02-29","Basilicata","ITA",17,40.63947052,15.80514834,0,0,0,0,0,0,0,0,0,NA,NA,0,32,NA,"",-2,1,2,8,1,2
"88","2020-02-29","Calabria","ITA",18,38.90597598,16.59440194,0,0,0,1,1,0,0,0,0,NA,NA,1,27,NA,"",-4,-1,10,-14,0,2
"89","2020-02-29","Campania","ITA",15,40.83956555,14.25084984,3,0,3,10,13,9,9,0,0,NA,NA,13,373,NA,"",-3,2,12,-5,-10,2
"90","2020-02-29","Emilia-Romagna","ITA",8,44.49436681,11.3417208,86,11,97,116,213,70,72,0,4,NA,NA,217,1550,NA,"",-13,1,4,-23,-16,5
"91","2020-02-29","Lazio","ITA",12,41.89277044,12.48366722,3,0,3,0,3,3,3,3,0,NA,NA,6,679,NA,"",-2,0,13,-6,1,0
"92","2020-02-29","Liguria","ITA",7,44.41149315,8.9326992,4,1,5,33,38,19,23,4,0,NA,NA,42,121,NA,"",-16,-4,-20,-21,-3,5
"93","2020-02-29","Lombardia","ITA",3,45.46679409,9.190347404,256,80,336,216,552,78,84,40,23,NA,NA,615,5723,NA,"",-24,-5,-12,-34,-20,8
"94","2020-02-29","Marche","ITA",11,43.61675973,13.5188753,6,2,8,3,11,5,5,0,0,NA,NA,11,68,NA,"",-8,1,13,-10,-13,5
"95","2020-02-29","Molise","ITA",14,41.55774754,14.65916051,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,"",4,4,12,1,2,1
"96","2020-02-29","Piemonte","ITA",1,45.0732745,7.680687483,7,0,7,4,11,0,0,0,0,NA,NA,11,308,NA,"",-12,-1,-8,-18,-7,5
"97","2020-02-29","Puglia","ITA",16,41.12559576,16.86736689,1,0,1,2,3,0,0,0,0,NA,NA,3,252,NA,"",-4,2,4,-10,-2,2
"98","2020-02-29","Sardegna","ITA",20,39.21531192,9.110616306,0,0,0,0,0,0,0,0,0,NA,NA,0,1,NA,"",-2,1,17,4,0,0
"99","2020-02-29","Sicilia","ITA",19,38.11569725,13.3623567,1,0,1,1,2,0,0,2,0,NA,NA,4,6,NA,"",-7,-2,3,-13,-4,2
"100","2020-02-29","Toscana","ITA",9,43.76923077,11.25588885,7,0,7,3,10,3,3,1,0,NA,NA,11,531,NA,"",-5,-2,18,-7,1,1
"101","2020-02-29","Umbria","ITA",10,43.10675841,12.38824698,0,0,0,0,0,0,0,0,0,NA,NA,0,31,NA,"",-3,2,25,0,1,1
"102","2020-02-29","Veneto","ITA",5,45.43490485,12.33845213,24,11,35,154,189,40,40,0,2,NA,NA,191,8659,NA,"",-13,-1,-2,-26,-16,5
"103","2020-03-01","Abruzzo","ITA",13,42.35122196,13.39843823,3,0,3,2,5,3,3,0,0,NA,NA,5,52,NA,"",-7,4,-2,-11,-2,2
"104","2020-03-01","Basilicata","ITA",17,40.63947052,15.80514834,0,0,0,0,0,0,0,0,0,NA,NA,0,39,NA,"",1,2,19,-1,0,1
"105","2020-03-01","Calabria","ITA",18,38.90597598,16.59440194,0,0,0,1,1,0,0,0,0,NA,NA,1,35,NA,"",1,1,44,-13,-1,1
"106","2020-03-01","Campania","ITA",15,40.83956555,14.25084984,4,0,4,13,17,4,4,0,0,NA,NA,17,373,NA,"",-11,-1,-16,-14,-2,2
"107","2020-03-01","Emilia-Romagna","ITA",8,44.49436681,11.3417208,127,13,140,137,277,64,68,0,8,NA,NA,285,1795,NA,"",-26,-5,-39,-38,-8,6
"108","2020-03-01","Lazio","ITA",12,41.89277044,12.48366722,3,0,3,0,3,0,0,3,0,NA,NA,6,724,NA,"",-17,-6,-40,-22,-3,3
"109","2020-03-01","Liguria","ITA",7,44.41149315,8.9326992,12,1,13,8,21,-17,-17,4,0,NA,NA,25,121,NA,"",-22,-8,-42,-31,-9,6
"110","2020-03-01","Lombardia","ITA",3,45.46679409,9.190347404,406,106,512,375,887,335,369,73,24,NA,NA,984,6879,NA,"",-33,-9,-38,-40,-14,7
"111","2020-03-01","Marche","ITA",11,43.61675973,13.5188753,12,5,17,8,25,14,14,0,0,NA,NA,25,101,NA,"",-16,1,-21,-17,-4,5
"112","2020-03-01","Molise","ITA",14,41.55774754,14.65916051,0,0,0,0,0,0,0,0,0,NA,NA,0,6,NA,"",4,4,6,-2,0,2
"113","2020-03-01","Piemonte","ITA",1,45.0732745,7.680687483,11,2,13,36,49,38,38,0,0,NA,NA,49,362,NA,"",-11,-2,3,-14,-3,3
"114","2020-03-01","Puglia","ITA",16,41.12559576,16.86736689,1,0,1,2,3,0,0,0,0,NA,NA,3,262,NA,"",-5,1,23,-11,-3,2
"115","2020-03-01","Sardegna","ITA",20,39.21531192,9.110616306,0,0,0,0,0,0,0,0,0,NA,NA,0,29,NA,"",-3,1,-18,0,-1,1
"116","2020-03-01","Sicilia","ITA",19,38.11569725,13.3623567,1,0,1,6,7,5,5,2,0,NA,NA,9,291,NA,"",-4,-1,27,-11,-2,1
"117","2020-03-01","Toscana","ITA",9,43.76923077,11.25588885,7,0,7,5,12,2,2,1,0,NA,NA,13,572,NA,"",-22,-11,-58,-30,-4,6
"118","2020-03-01","Umbria","ITA",10,43.10675841,12.38824698,0,0,0,2,2,2,2,0,0,NA,NA,2,35,NA,"",-17,-1,-32,-11,-4,4
"119","2020-03-01","Veneto","ITA",5,45.43490485,12.33845213,51,13,64,197,261,72,72,0,2,NA,NA,263,9056,NA,"",-30,-8,-65,-42,-10,8
"120","2020-03-02","Abruzzo","ITA",13,42.35122196,13.39843823,3,0,3,2,5,0,0,0,0,NA,NA,5,52,NA,"",-3,3,-6,-7,1,1
"121","2020-03-02","Basilicata","ITA",17,40.63947052,15.80514834,0,0,0,0,0,0,0,0,0,NA,NA,0,39,NA,"",-2,3,1,-8,1,0
"122","2020-03-02","Calabria","ITA",18,38.90597598,16.59440194,0,0,0,1,1,0,0,0,0,NA,NA,1,39,NA,"",-1,3,20,-12,0,1
"123","2020-03-02","Campania","ITA",15,40.83956555,14.25084984,4,0,4,13,17,0,0,0,0,NA,NA,17,373,NA,"",-8,0,-16,-10,-3,2
"124","2020-03-02","Emilia-Romagna","ITA",8,44.49436681,11.3417208,148,16,164,160,324,47,50,0,11,NA,NA,335,1973,NA,"",-14,-6,-25,-31,-10,6
"125","2020-03-02","Lazio","ITA",12,41.89277044,12.48366722,3,0,3,1,4,1,1,3,0,NA,NA,7,773,NA,"",-12,-7,-29,-13,1,2
"126","2020-03-02","Liguria","ITA",7,44.41149315,8.9326992,12,1,13,5,18,-3,-3,4,0,NA,NA,22,121,NA,"",-26,-23,-47,-30,-18,9
"127","2020-03-02","Lombardia","ITA",3,45.46679409,9.190347404,478,127,605,472,1077,190,270,139,38,NA,NA,1254,7925,NA,"",-26,-18,-53,-44,-20,11
"128","2020-03-02","Marche","ITA",11,43.61675973,13.5188753,17,6,23,11,34,9,10,0,1,NA,NA,35,137,NA,"",-7,-1,-8,-13,-2,3
"129","2020-03-02","Molise","ITA",14,41.55774754,14.65916051,0,0,0,0,0,0,0,0,0,NA,NA,0,13,NA,"",-2,-1,-17,1,1,1
"130","2020-03-02","Piemonte","ITA",1,45.0732745,7.680687483,12,2,14,37,51,2,2,0,0,NA,NA,51,434,NA,"",-15,-10,-38,-29,-15,7
"131","2020-03-02","Puglia","ITA",16,41.12559576,16.86736689,2,0,2,2,4,1,1,0,0,NA,NA,4,278,NA,"",-3,3,4,-9,0,1
"132","2020-03-02","Sardegna","ITA",20,39.21531192,9.110616306,0,0,0,0,0,0,0,0,0,NA,NA,0,29,NA,"",-8,0,-24,-8,-1,2
"133","2020-03-02","Sicilia","ITA",19,38.11569725,13.3623567,2,0,2,3,5,-2,-2,2,0,NA,NA,7,307,NA,"",-4,0,0,-13,-5,2
"134","2020-03-02","Toscana","ITA",9,43.76923077,11.25588885,7,0,7,5,12,0,0,1,0,NA,NA,13,613,NA,"",-11,-6,-34,-14,0,3
"135","2020-03-02","Umbria","ITA",10,43.10675841,12.38824698,0,0,0,2,2,0,0,0,0,NA,NA,2,35,NA,"",-10,-3,-22,-9,1,2
"136","2020-03-02","Veneto","ITA",5,45.43490485,12.33845213,53,14,67,204,271,10,10,0,2,NA,NA,273,9782,NA,"",-19,-9,-40,-36,-13,7
"137","2020-03-03","Abruzzo","ITA",13,42.35122196,13.39843823,5,0,5,1,6,1,1,0,0,NA,NA,6,52,NA,"",-2,1,-3,-10,1,1
"138","2020-03-03","Basilicata","ITA",17,40.63947052,15.80514834,0,0,0,1,1,1,1,0,0,NA,NA,1,42,NA,"",-4,0,-5,-8,0,1
"139","2020-03-03","Calabria","ITA",18,38.90597598,16.59440194,0,0,0,1,1,0,0,0,0,NA,NA,1,39,NA,"",-5,-3,-12,-16,-4,2
"140","2020-03-03","Campania","ITA",15,40.83956555,14.25084984,11,0,11,19,30,13,13,0,0,NA,NA,30,405,NA,"",-7,-1,-16,-11,-2,2
"141","2020-03-03","Emilia-Romagna","ITA",8,44.49436681,11.3417208,187,24,211,187,398,74,85,4,18,NA,NA,420,2012,NA,"",-12,-6,-20,-31,-13,7
"142","2020-03-03","Lazio","ITA",12,41.89277044,12.48366722,10,0,10,1,11,7,7,3,0,NA,NA,14,877,NA,"",-7,-1,-24,-14,0,2
"143","2020-03-03","Liguria","ITA",7,44.41149315,8.9326992,12,2,14,5,19,1,2,4,1,NA,NA,24,121,NA,"",-1,4,22,-12,-12,4
"144","2020-03-03","Lombardia","ITA",3,45.46679409,9.190347404,698,167,865,461,1326,249,266,139,55,NA,NA,1520,9577,NA,"",-13,-1,16,-35,-19,9
"145","2020-03-03","Marche","ITA",11,43.61675973,13.5188753,27,13,40,19,59,25,26,0,2,NA,NA,61,200,NA,"",-7,-1,-1,-13,-2,3
"146","2020-03-03","Molise","ITA",14,41.55774754,14.65916051,3,0,3,0,3,3,3,0,0,NA,NA,3,13,NA,"",2,-1,-4,-1,1,1
"147","2020-03-03","Piemonte","ITA",1,45.0732745,7.680687483,13,3,16,40,56,5,5,0,0,NA,NA,56,458,NA,"",-2,1,21,-20,-14,5
"148","2020-03-03","Puglia","ITA",16,41.12559576,16.86736689,2,0,2,4,6,2,2,0,0,NA,NA,6,298,NA,"",-4,0,-4,-10,-1,2
"149","2020-03-03","Sardegna","ITA",20,39.21531192,9.110616306,1,0,1,0,1,1,1,0,0,NA,NA,1,29,NA,"",-4,2,-9,-9,0,2
"150","2020-03-03","Sicilia","ITA",19,38.11569725,13.3623567,2,0,2,3,5,0,0,2,0,NA,NA,7,307,NA,"",-7,-3,-7,-12,0,2
"151","2020-03-03","Toscana","ITA",9,43.76923077,11.25588885,10,0,10,8,18,6,6,1,0,NA,NA,19,697,NA,"",-7,-3,-18,-14,0,2
"152","2020-03-03","Umbria","ITA",10,43.10675841,12.38824698,1,1,2,6,8,6,6,0,0,NA,NA,8,45,NA,"",-6,0,-17,-8,2,2
"153","2020-03-03","Veneto","ITA",5,45.43490485,12.33845213,49,19,68,229,297,26,34,7,3,NA,NA,307,10176,NA,"",-11,-2,-21,-33,-13,7
"154","2020-03-04","Abruzzo","ITA",13,42.35122196,13.39843823,7,0,7,0,7,1,1,0,0,NA,NA,7,85,NA,"",-2,5,-4,-11,0,1
"155","2020-03-04","Basilicata","ITA",17,40.63947052,15.80514834,0,0,0,1,1,0,0,0,0,NA,NA,1,48,NA,"",-2,4,1,-3,2,1
"156","2020-03-04","Calabria","ITA",18,38.90597598,16.59440194,0,0,0,1,1,0,0,0,0,NA,NA,1,46,NA,"",-5,2,1,-17,-2,2
"157","2020-03-04","Campania","ITA",15,40.83956555,14.25084984,11,0,11,20,31,1,1,0,0,NA,NA,31,429,NA,"",-5,2,-9,-9,-1,1
"158","2020-03-04","Emilia-Romagna","ITA",8,44.49436681,11.3417208,256,26,282,234,516,118,124,6,22,NA,NA,544,2500,NA,"",-13,-4,-6,-30,-13,7
"159","2020-03-04","Lazio","ITA",12,41.89277044,12.48366722,15,3,18,9,27,16,16,3,0,NA,NA,30,995,NA,"",-5,4,-8,-11,1,1
"160","2020-03-04","Liguria","ITA",7,44.41149315,8.9326992,10,3,13,8,21,2,2,4,1,NA,NA,26,133,NA,"",-3,2,20,-11,-12,4
"161","2020-03-04","Lombardia","ITA",3,45.46679409,9.190347404,877,209,1086,411,1497,171,300,250,73,NA,NA,1820,12138,NA,"",-14,-1,46,-34,-19,8
"162","2020-03-04","Marche","ITA",11,43.61675973,13.5188753,34,15,49,31,80,21,23,0,4,NA,NA,84,288,NA,"",-12,0,-16,-22,-12,7
"163","2020-03-04","Molise","ITA",14,41.55774754,14.65916051,3,0,3,0,3,0,0,0,0,NA,NA,3,19,NA,"",1,2,-15,-4,0,1
